movie,budge,gross,comment_count,view_count,like_count,year
Beautiful Boy,25000000.0,7634767.0,2916,5117497,39022,2018
Goosebumps 2: Haunted Halloween,35000000.0,46697321.0,4585,6510914,33359,2018
Bad Times at the El Royale,32000000.0,17839115.0,1994,24563825,26179,2018
The Happy Prince,13000000.0,464495.0,48,210543,686,2018
The Hate U Give,23000000.0,29719483.0,21591,18740199,215723,2018
Venom,116000000.0,213511408.0,131130,79216032,1404623,2018
Venom,25000000.0,881745.0,131130,79216032,1404623,2018
A Star is Born,36000000.0,215288866.0,20001,30612339,212674,2018
Hevi reissu,3800000.0,10153.0,719,563649,13170,2018
Hell Fest,5500000.0,11107431.0,36,111750,665,2018
Night School,29000000.0,77339130.0,4108,13842083,81162,2018
Smallfoot,80000000.0,83240103.0,1421,6835180,18347,2018
The House with a Clock in its Walls,40000000.0,68549695.0,1737,5898063,29379,2018
The Sisters Brothers,38000000.0,3143056.0,970,2880841,12758,2018
Fahrenheit 11/9,5000000.0,6352306.0,9167,3720475,12768,2018
Mandy,6000000.0,1214525.0,2547,3754475,20275,2018
A Simple Favor,20000000.0,53548586.0,3340,14048141,60040,2018
White Boy Rick,30000000.0,24004833.0,2426,5028017,22928,2018
The Predator,88000000.0,51024708.0,13748,12377298,94073,2018
Peppermint,25000000.0,35418723.0,5052,6758413,47486,2018
Kin,30000000.0,5718096.0,1376,10877575,13185,2018
A.X.L.,10000000.0,6501381.0,1764,14220183,31472,2018
Alpha,51000000.0,35851379.0,7840,23607589,153103,2018
Mile 22,35000000.0,36108758.0,4686,10087236,49623,2018
Crazy Rich Asians,30000000.0,174532921.0,16665,24970954,176721,2018
Slender Man,10000000.0,30564825.0,43526,19891125,202087,2018
The Meg,178000000.0,145443742.0,26208,44086669,272687,2018
BlacKkKlansman,15000000.0,49275340.0,11240,18068292,58101,2018
The Darkest Minds,34000000.0,12695691.0,11138,21839332,80862,2018
Christopher Robin,75000000.0,99215042.0,21550,12550482,208945,2018
Teen Titans Go! To The Movies,10000000.0,29790236.0,12506,9331925,43674,2018
The Equalizer 2,77000000.0,102084362.0,3205,9803664,37601,2018
Teefa in Trouble,1500000.0,0.0,7064,5447450,63357,2018
Unfriended: Dark Web,1000000.0,8866745.0,14260,7750738,93944,2018
Skyscraper,125000000.0,68420120.0,8647,25422022,166839,2018
Hotel Transylvania 3: Summer Vacation,65000000.0,167500092.0,2554,16309386,60614,2018
Eighth Grade,2000000.0,13539710.0,8600,5953565,65206,2018
Sorry to Bother You,3200000.0,17493096.0,2558,3295274,32007,2018
Ant-Man and the Wasp,130000000.0,216648740.0,30795,29551307,489202,2018
The First Purge,13000000.0,69488745.0,24513,16460747,117855,2018
Uncle Drew,18000000.0,42469946.0,1685,12508289,36645,2018
Sicario: Day of the Soldado,35000000.0,50065850.0,4307,14684201,36046,2018
Jurassic World: Fallen Kingdom,170000000.0,417719760.0,70519,63057971,631969,2018
Gotti,10000000.0,4286367.0,439,543718,2387,2018
Tag,28000000.0,54730625.0,5059,11828941,61898,2018
Incredibles 2,200000000.0,608581744.0,28384,56446116,417315,2018
Superfly,16000000.0,20537137.0,3323,7403505,26613,2018
Hotel Artemis,15000000.0,6708137.0,933,16829143,10857,2018
Hearts Beat Loud,2000000.0,2386254.0,161,7144628,2710,2018
Oceans 8,70000000.0,140218711.0,38493,19065870,131231,2018
Hereditary,10000000.0,44069456.0,8314,17029357,68346,2018
Adrift,35000000.0,31445011.0,369,4195522,7355,2018
Upgrade,3000000.0,11977130.0,3767,5217002,34309,2018
Action Point,19000000.0,5059608.0,2350,6576221,32446,2018
Solo: A Star Wars Story,275000000.0,213767512.0,31939,18520298,213884,2018
First Reformed,3500000.0,3448256.0,1028,5609609,10016,2018
Book Club,10000000.0,68566296.0,846,3751456,12076,2018
Deadpool 2,110000000.0,324591735.0,31115,46492981,629024,2018
Life of the Party,30000000.0,53059911.0,1205,6381533,16827,2018
Higher Power,500000.0,528.0,473,1233510,3083,2018
Breaking In,6000000.0,46840590.0,1999,3208328,24260,2018
Overboard,12000000.0,50316123.0,2129,5480293,16809,2018
Avengers: Infinity War,300000000.0,678815482.0,464912,229917606,3553094,2018
Backstabbing For Beginners,8000000.0,0.0,120,342712,1158,2018
I Feel Pretty,32000000.0,48795601.0,4674,11824443,31919,2018
Rampage,120000000.0,101028233.0,29929,42846537,255697,2018
Sgt. Stubby: An American Hero,25000000.0,3054285.0,248,439100,1774,2018
Borg vs McEnroe,7500000.0,231346.0,1109,2325203,8624,2018
Truth or Dare,3500000.0,41411015.0,8608,12856590,78083,2018
Blockers,21000000.0,60311495.0,173,740166,3792,2018
A Quiet Place,17000000.0,188024361.0,10513,21765297,76852,2018
Lean on Pete,8000000.0,1163056.0,175,527927,2375,2018
Acrimony,20000000.0,43549096.0,2986,4892942,31504,2018
Ready Player One,150000000.0,137690172.0,45242,30162809,265952,2018
"Paul, Apostle of Christ",5000000.0,17547999.0,2929,3263314,30455,2018
Unsane,1500000.0,7690044.0,2854,18631271,20091,2018
Sherlock Gnomes,59000000.0,43242871.0,1888,1981847,12771,2018
Pacific Rim: Uprising,155000000.0,59874525.0,11580,7766447,54490,2018
"Love, Simon",10000000.0,40826341.0,10758,28519165,142699,2018
Tomb Raider,90000000.0,58250803.0,23277,20115725,112107,2018
I Can Only Imagine,7000000.0,83482352.0,1497,4243937,24636,2018
The Hurricane Heist,40000000.0,6115824.0,842,4108976,7519,2018
The Strangers: Prey at Night,5000000.0,24431472.0,2678,4560913,22234,2018
A Wrinkle in Time,103000000.0,100478608.0,10191,9417835,56367,2018
Thoroughbreds,5000000.0,3072605.0,597,5489241,9077,2018
Red Sparrow,69000000.0,46874505.0,5915,29739377,56579,2018
Death Wish,30000000.0,34017028.0,1851,10916964,13085,2018
Annihilation,55000000.0,32732301.0,12361,18000917,68565,2018
Game Night,37000000.0,69179066.0,1041,9054445,20375,2018
Early Man,50000000.0,8267544.0,714,2809584,8837,2018
Black Panther,200000000.0,700059566.0,54395,44206525,446872,2018
Peter Rabbit,50000000.0,115234093.0,3370,5919670,13878,2018
The 15:17 to Paris,30000000.0,36276286.0,2503,5373423,19465,2018
Fifty Shades Freed,55000000.0,100407760.0,304,1088150,8151,2018
Blood Feast,1200000.0,8708.0,54,83942,331,2018
Winchester,3500000.0,25091816.0,1227,17065134,13551,2018
Bilal: A New Breed of Hero,30000000.0,490973.0,31,29862,340,2018
Maze Runner: The Death Cure,61000000.0,58032443.0,10302,18864418,103647,2018
Den of Thieves,30000000.0,44947622.0,1683,5976642,21869,2018
Forever My Girl,3500000.0,16376066.0,437,2402625,21401,2018
12 Strong,35000000.0,45819713.0,7140,13463692,78332,2018
The Commuter,40000000.0,36343858.0,1541,8633291,15362,2018
Proud Mary,30000000.0,20868638.0,942,3394456,8080,2018
Insidious: The Last Key,10000000.0,67745330.0,6200,21300037,125814,2018
Matilda,25000000.0,0.0,519,3407831,8302,2017
Posledniy bogatyr,8500000.0,0.0,342,1205941,4532,2017
Perfectos Desconocidos,4000000.0,0.0,577,564956,2251,2017
Utya 22. juli,3600000.0,0.0,2551,2224047,10774,2017
The Islands,1200000.0,0.0,207,699500,1942,2017
The Thousand Miles,20000000.0,0.0,1,39227,72,2017
Phantom Thread,35000000.0,21198205.0,1954,10574917,26765,2017
Mollys Game,30000000.0,28780744.0,1251,8319089,14953,2017
The Post,50000000.0,81903458.0,2950,17308576,20052,2017
Pitch Perfect 3,45000000.0,104897530.0,5497,13300047,116481,2017
Father Figures,25000000.0,17501244.0,259,2949485,3802,2017
Downsizing,68000000.0,24449754.0,4262,10580547,27328,2017
Jumanji: Welcome to the Jungle,90000000.0,404508916.0,22807,31991225,170119,2017
The Greatest Showman,84000000.0,174340174.0,5272,20825006,92420,2017
Ferdinand,111000000.0,84410380.0,878,6673624,10370,2017
Star Wars Ep. VIII: The Last Jedi,317000000.0,620181382.0,92178,53210814,764128,2017
Bright,90000000.0,0.0,9870,10234715,87993,2017
Just Getting Started,22000000.0,6069605.0,101,611871,1539,2017
"I, Tonya",11000000.0,30014534.0,399,15390969,3141,2017
The Shape of Water,19500000.0,63859435.0,9860,23005614,115398,2017
Daisy Winters,4500000.0,0.0,46,71285,692,2017
The Disaster Artist,10000000.0,21120616.0,2701,11356039,39230,2017
Darkest Hour,30000000.0,56443120.0,2593,5186922,12751,2017
Coco,175000000.0,209726015.0,1012,2254487,10595,2017
The Star,20000000.0,40847995.0,0,2844211,3695,2017
Justice League,300000000.0,229024295.0,64200,36013365,415581,2017
Wonder,20000000.0,132422809.0,15795,12206507,172390,2017
"Roman J. Israel, Esq.",22000000.0,11962712.0,274,2519954,2741,2017
"Three Billboards Outside Ebbing, Missouri",12000000.0,54513740.0,3075,8828628,36033,2017
Daddys Home 2,70000000.0,104029443.0,3767,11716065,59729,2017
Murder on the Orient Express,55000000.0,102826543.0,8644,12807174,71981,2017
LBJ,20000000.0,2468683.0,612,543281,2721,2017
Lady Bird,10000000.0,48958273.0,3233,15170575,84001,2017
Thor: Ragnarok,180000000.0,315058289.0,60703,72849257,738040,2017
A Bad Moms Christmas,28000000.0,72110659.0,555,3966837,14600,2017
Jigsaw,10000000.0,38052832.0,10519,17694831,80505,2017
Thank You for Your Service,20000000.0,9479390.0,2137,2998339,26531,2017
Let There Be Light,3000000.0,7233471.0,615,283865,1445,2017
Only the Brave,38000000.0,18340051.0,903,2441755,9592,2017
Geostorm,100000000.0,33700160.0,5423,14207290,41296,2017
Same Kind of Different as Me,6500000.0,6423605.0,646,697640,3590,2017
Tyler Perrys Boo 2! A Madea Halloween,20000000.0,47319572.0,2090,2980874,25413,2017
The Snowman,35000000.0,6670765.0,9515,13721333,74180,2017
Marshall,12000000.0,10051659.0,426,551655,4376,2017
Happy Death Day,5000000.0,55683845.0,5315,6314870,39918,2017
The Foreigner,35000000.0,34393507.0,7859,10331614,81652,2017
Demonic,3000000.0,0.0,502,1545137,4558,2017
Blade Runner 2049,185000000.0,92054159.0,17641,28488256,160808,2017
The Florida Project,2000000.0,5904366.0,1371,4260453,21502,2017
Visages villages,1000000.0,952432.0,26,183811,855,2017
"Don Gato, el inicio de la pandilla",8000000.0,0.0,147,740122,1510,2017
Flatliners,20000000.0,16883115.0,2706,7650840,17339,2017
Flatliners,26000000.0,61308153.0,2706,7650840,17339,2017
American Made,50000000.0,51342000.0,2280,12754872,25056,2017
"Mune, le gardien de la lune",17000000.0,0.0,16,158394,354,2017
Victoria and Abdul,21000000.0,22245070.0,2044,5537506,38194,2017
The Lego Ninjago Movie,70000000.0,59281555.0,4804,13454124,42937,2017
Friend Request,9900000.0,3759078.0,4603,7240931,26945,2017
Stronger,30000000.0,4211129.0,1204,2497080,20696,2017
Battle of the Sexes,25000000.0,12638526.0,1619,2929821,11586,2017
Kingsman: The Golden Circle,104000000.0,100234838.0,10348,23572754,197616,2017
mother!,30000000.0,17800004.0,9584,16654936,42837,2017
American Assassin,63000000.0,36249674.0,419,2275124,6261,2017
Home Again,15000000.0,27020284.0,409,2155696,6581,2017
It,35000000.0,327481748.0,22508,36508338,208759,2017
Sky Sharks,2500000.0,0.0,1464,1352694,5791,2017
Tulip Fever,25000000.0,2455635.0,1154,3782915,30629,2017
Ballerina,30000000.0,21858070.0,3166,6123045,38285,2017
All Saints,2000000.0,5802208.0,83,301130,609,2017
Polina danser sa vie,4000000.0,165203.0,4,70717,186,2017
Birth of the Dragon,31000000.0,6901965.0,1639,2674412,12023,2017
The Hitmans Bodyguard,30000000.0,75468583.0,4320,12188740,84369,2017
Logan Lucky,29000000.0,27778642.0,2173,10938801,28104,2017
Patti Cake$,1000000.0,800148.0,719,5955884,5459,2017
The Nut Job 2: Nutty by Nature,40000000.0,28370522.0,1002,3427996,14753,2017
Annabelle: Creation,15000000.0,102092201.0,6345,18253759,68855,2017
Columbus,700000.0,1017107.0,442,906979,5847,2017
Kidnap,21000000.0,30718107.0,3662,1361514,29805,2017
The Dark Tower,60000000.0,50701325.0,19314,27107928,128695,2017
The Emoji Movie,50000000.0,86089513.0,33991,16661692,37791,2017
Atomic Blonde,30000000.0,51573925.0,785,1360322,5380,2017
An Inconvenient Sequel,1000000.0,3496795.0,3581,2873718,16421,2017
Dunkirk,150000000.0,190068280.0,6737,9312206,82802,2017
Girls Trip,28000000.0,115108515.0,994,5803435,13878,2017
Valerian and the City of a Thousand Planets,180000000.0,40479370.0,6282,8727865,51295,2017
Wish Upon,12000000.0,14301505.0,1490,3038311,14390,2017
War for the Planet of the Apes,152000000.0,146880162.0,2375,5867104,31525,2017
A Ghost Story,100000.0,1594798.0,278,716046,1957,2017
Spider-Man: Homecoming,175000000.0,334201140.0,2587,9174481,41111,2017
Despicable Me 3,75000000.0,264624300.0,12432,36380728,118369,2017
The House,40000000.0,25584504.0,241,3811678,3203,2017
Baby Driver,34000000.0,107825862.0,364,2258940,7122,2017
The Big Sick,5000000.0,42872467.0,1103,4065222,16175,2017
Transformers: The Last Knight,217000000.0,130168683.0,29663,19452987,125533,2017
Arrowhead,180000.0,0.0,106,1048894,430,2017
Cars 3,175000000.0,152901115.0,13368,22444963,141448,2017
Rough Night,20000000.0,22105643.0,4390,5558490,25600,2017
All Eyez on Me,45000000.0,44922302.0,3297,3750603,30213,2017
The Mummy,195000000.0,80101125.0,23835,47732876,260295,2017
The Mummy,80000000.0,155385488.0,23835,47732876,260295,2017
It Comes at Night,5000000.0,13985117.0,3471,15002285,24982,2017
Churchill,10000000.0,1279681.0,2225,1498543,6134,2017
Captain Underpants: The First Epic Movie,38000000.0,73921000.0,18060,12350616,182617,2017
Wonder Woman,150000000.0,412563408.0,26274,27362036,231645,2017
Pirates of the Caribbean: Dead Men Tell No Tales,230000000.0,172558876.0,1904,6167691,25192,2017
Baywatch,60000000.0,58060186.0,3589,15154650,50683,2017
"Everything, Everything",10000000.0,34121140.0,6267,8815854,103890,2017
Alien: Covenant,97000000.0,74262031.0,18500,25421970,154700,2017
Diary of a Wimpy Kid: The Long Haul,22000000.0,20738724.0,8194,2065425,5474,2017
Snatched,42000000.0,45852178.0,1055,4822706,4855,2017
King Arthur: Legend of the Sword,175000000.0,39175066.0,3325,9088513,30460,2017
The Wall,3000000.0,1803064.0,3684,9580458,33582,2017
Lowriders,916000.0,6179955.0,1209,1650194,9392,2017
Chi dn zhunji,23000000.0,0.0,16849,152354293,326440,2017
Guardians of the Galaxy Vol 2,200000000.0,389813101.0,3886,8544698,67633,2017
Baahubali 2: The Conclusion,30000000.0,18985794.0,28306,106764363,610205,2017
The Circle,18000000.0,20497844.0,4010,7685350,40586,2017
Jy dsh,20000000.0,587470.0,1,7897,20,2017
How to Be a Latin Lover,10000000.0,32149404.0,750,3039847,10928,2017
Sleight,250000.0,3930990.0,1454,3154694,19393,2017
Unforgettable,12000000.0,11368012.0,380,2211401,7133,2017
Unforgettable,18000000.0,2483790.0,380,2211401,7133,2017
The Promise,90000000.0,8224288.0,0,3079913,0,2017
The Fate of the Furious,250000000.0,225764765.0,19831,18913058,151414,2017
The Lost City of Z,30000000.0,8574339.0,1357,6031996,14531,2017
Queen of the Desert,36000000.0,0.0,675,818439,4731,2017
Going in Style,24000000.0,45018541.0,958,5549276,20591,2017
Gifted,7000000.0,24801212.0,5334,13460346,121327,2017
Smurfs: The Lost Village,60000000.0,45020282.0,1463,3941690,13280,2017
The Boss Baby,125000000.0,175003033.0,3855,19576981,60283,2017
Ghost in the Shell,110000000.0,40563557.0,28107,32142294,172619,2017
The Zookeepers Wife,20000000.0,17445186.0,738,1558074,10295,2017
Power Rangers,120000000.0,85364450.0,28220,44737885,183761,2017
Life,58000000.0,30234022.0,2117,7567018,12404,2017
Life,75000000.0,64062587.0,2117,7567018,12404,2017
CHiPS,25000000.0,18600152.0,649,6129332,8405,2017
The Belko Experiment,5000000.0,10166820.0,1625,2515283,13713,2017
Beauty and the Beast,160000000.0,504014165.0,19251,34130894,252973,2017
Beauty and the Beast,20000000.0,206333165.0,19251,34130894,252973,2017
T2: Trainspotting,18000000.0,2402004.0,5497,10762354,61882,2017
Kong: Skull Island,185000000.0,168052812.0,7489,15048044,65805,2017
Departure,1100000.0,0.0,13,49112,132,2017
Logan,127000000.0,226277068.0,32459,30081253,261819,2017
Before I Fall,5000000.0,12241072.0,4128,9669759,71291,2017
Table 19,5000000.0,3614896.0,516,1612146,8445,2017
Get Out,5000000.0,176040665.0,11063,16021938,71732,2017
Rock Dog,60000000.0,9420546.0,1316,1939955,6835,2017
Collide,29200000.0,2280004.0,876,3430818,8242,2017
Bitter Harvest,21000000.0,557241.0,1418,1000648,6295,2017
The Girl with all the Gifts,5250000.0,0.0,3675,14007575,106159,2017
Fist Fight,25000000.0,32187017.0,705,4216362,11355,2017
The Great Wall,150000000.0,45157105.0,6811,10123984,27650,2017
In Dubious Battle,15000000.0,0.0,610,1090588,5920,2017
The Lego Batman Movie,80000000.0,175750384.0,2970,4539010,37395,2017
Fifty Shades Darker,55000000.0,114434010.0,4970,23826466,86059,2017
John Wick: Chapter Two,40000000.0,92029184.0,6885,18097504,80156,2017
I Am Not Your Negro,1000000.0,7123919.0,935,1333483,9151,2017
The Comedian,15000000.0,1658706.0,584,1015616,5394,2017
The Space Between Us,30000000.0,7885294.0,3038,5472353,30673,2017
Growing up Smith,2000000.0,35312.0,136,387692,2061,2017
Rings,25000000.0,27793018.0,565,3042370,7299,2017
Two Lovers and a Bear,6840000.0,0.0,424,751795,3771,2017
A Dogs Purpose,25000000.0,64321890.0,0,19510663,146084,2017
Emily,27000.0,3547.0,212,606342,5325,2017
Resident Evil: The Final Chapter,40000000.0,26844692.0,4057,11484620,43776,2017
The Resurrection of Gavin Stone,2000000.0,2303792.0,169,383999,1707,2017
The Founder,15000000.0,12786053.0,2489,4732885,17586,2017
xXx: Return of Xander Cage,85000000.0,44898413.0,8250,15451484,73616,2017
Split,5000000.0,138141585.0,15442,26806693,111273,2017
The Bye Bye Man,7400000.0,22395806.0,3562,4997688,18916,2017
Monster Trucks,125000000.0,33370166.0,2754,4410280,21090,2017
A Monster Calls,43000000.0,3740823.0,5855,8440595,48739,2017
Underworld: Blood Wars,35000000.0,30353973.0,1421,5764063,12386,2017
